source,candidate,scale_mode,scale_threshold,small_object_policy,confidence,iou,matching,tp,fp,fn,neutralized_predictions,f1,images
visdrone,visdrone_control_baseline640,absolute,24.0,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,9602,3966,2894,208,0.7368017188459177,548
visdrone,visdrone_control_baseline640,absolute,24.0,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,9449,2844,3047,140,0.7623542700391303,548
visdrone,visdrone_control_baseline640,absolute,24.0,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,9234,3059,3262,140,0.7450078663923514,548
visdrone,visdrone_control_baseline640,absolute,24.0,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,8943,2145,3553,87,0.7583955223880597,548
visdrone,visdrone_control_baseline640,absolute,24.0,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,8799,2289,3697,87,0.7461838534599728,548
visdrone,visdrone_control_baseline640,absolute,24.0,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,7917,1205,4579,39,0.7324451845684152,548
visdrone,visdrone_control_baseline640,absolute,24.0,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,7839,1283,4657,39,0.7252289758534555,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,14462,9929,2578,0,0.6981245926962902,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,13195,11196,3845,0,0.6369626608095388,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,13832,6494,3208,0,0.7403521918321468,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,12754,7572,4286,0,0.6826526789059573,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,13173,4339,3867,0,0.7625028941884695,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,12292,5220,4748,0,0.7115072933549432,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,12532,2900,4508,0,0.7718649913771864,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,11828,3604,5212,0,0.7285045577728505,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,11845,1931,5195,0,0.7687564901349948,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,11333,2443,5707,0,0.7355269989615784,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,11137,1296,5903,0,0.7557425440233434,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,10776,1657,6264,0,0.7312455467716215,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,10379,796,6661,0,0.7357079567605883,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,10141,1034,6899,0,0.7188374977848662,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,8850,311,8190,0,0.6755467348574482,548
visdrone,visdrone_control_baseline640,absolute,24.0,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,8754,407,8286,0,0.6682187702759437,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,10489,13902,1008,0,0.5845407935800268,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,10001,14390,1496,0,0.5573450735621935,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.15,0.25,greedy_valid_gt_first_coco_crowd,10197,10129,1300,0,0.6408572416176979,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.15,0.5,greedy_valid_gt_first_coco_crowd,9757,10569,1740,0,0.6132042862080885,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.2,0.25,greedy_valid_gt_first_coco_crowd,9875,7637,1622,0,0.6808231928022338,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.2,0.5,greedy_valid_gt_first_coco_crowd,9492,8020,2005,0,0.6544175945396257,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.25,0.25,greedy_valid_gt_first_coco_crowd,9553,5879,1944,0,0.7094953395967173,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.25,0.5,greedy_valid_gt_first_coco_crowd,9235,6197,2262,0,0.6858776783393368,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.3,0.25,greedy_valid_gt_first_coco_crowd,9223,4553,2274,0,0.7298698215486883,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.3,0.5,greedy_valid_gt_first_coco_crowd,8976,4800,2521,0,0.710323269892771,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.35,0.25,greedy_valid_gt_first_coco_crowd,8832,3601,2665,0,0.7381529460927706,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.35,0.5,greedy_valid_gt_first_coco_crowd,8645,3788,2852,0,0.722524028416214,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.4,0.25,greedy_valid_gt_first_coco_crowd,8387,2788,3110,0,0.7398553281580804,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.4,0.5,greedy_valid_gt_first_coco_crowd,8262,2913,3235,0,0.7288285109386027,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.5,0.25,greedy_valid_gt_first_coco_crowd,7474,1687,4023,0,0.7235937651273114,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_off,0.5,0.5,greedy_valid_gt_first_coco_crowd,7405,1756,4092,0,0.7169135443895828,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.1,0.25,greedy_valid_gt_first_coco_crowd,10489,12741,1008,1161,0.6040832781409278,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.1,0.5,greedy_valid_gt_first_coco_crowd,10001,13225,1496,1165,0.5760446965987962,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.15,0.25,greedy_valid_gt_first_coco_crowd,10197,9412,1300,717,0.6556291390728477,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.15,0.5,greedy_valid_gt_first_coco_crowd,9757,9848,1740,721,0.6274194585557199,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.2,0.25,greedy_valid_gt_first_coco_crowd,9875,7178,1622,459,0.691768826619965,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.2,0.5,greedy_valid_gt_first_coco_crowd,9492,7557,2005,463,0.6650318783717508,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.25,0.25,greedy_valid_gt_first_coco_crowd,9553,5579,1944,300,0.7174884524390702,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.25,0.5,greedy_valid_gt_first_coco_crowd,9235,5897,2262,300,0.6936047166622855,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,9223,4344,2274,209,0.7359559527609321,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,8976,4591,2521,209,0.7162464091924673,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,8832,3461,2665,140,0.7424968474148802,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,8645,3648,2852,140,0.726775956284153,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,8387,2701,3110,87,0.7427053353996015,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,8262,2826,3235,87,0.7316360416205446,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,7474,1648,4023,39,0.7249624133081138,548
visdrone,visdrone_control_baseline640,absolute,28.0,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,7405,1717,4092,39,0.7182695572045201,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,14462,9929,2578,0,0.6981245926962902,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,13195,11196,3845,0,0.6369626608095388,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,13832,6494,3208,0,0.7403521918321468,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,12754,7572,4286,0,0.6826526789059573,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,13173,4339,3867,0,0.7625028941884695,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,12292,5220,4748,0,0.7115072933549432,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,12532,2900,4508,0,0.7718649913771864,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,11828,3604,5212,0,0.7285045577728505,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,11845,1931,5195,0,0.7687564901349948,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,11333,2443,5707,0,0.7355269989615784,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,11137,1296,5903,0,0.7557425440233434,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,10776,1657,6264,0,0.7312455467716215,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,10379,796,6661,0,0.7357079567605883,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,10141,1034,6899,0,0.7188374977848662,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,8850,311,8190,0,0.6755467348574482,548
visdrone,visdrone_control_baseline640,absolute,28.0,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,8754,407,8286,0,0.6682187702759437,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,9710,14681,877,0,0.5552061295671565,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,9296,15095,1291,0,0.5315341071530676,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.15,0.25,greedy_valid_gt_first_coco_crowd,9458,10868,1129,0,0.6119108465694044,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.15,0.5,greedy_valid_gt_first_coco_crowd,9080,11246,1507,0,0.5874551159706273,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.2,0.25,greedy_valid_gt_first_coco_crowd,9178,8334,1409,0,0.6532616819103882,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.2,0.5,greedy_valid_gt_first_coco_crowd,8850,8662,1737,0,0.6299156553614008,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.25,0.25,greedy_valid_gt_first_coco_crowd,8911,6521,1676,0,0.6849609900457359,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.25,0.5,greedy_valid_gt_first_coco_crowd,8640,6792,1947,0,0.6641300588031823,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.3,0.25,greedy_valid_gt_first_coco_crowd,8620,5156,1967,0,0.7076304231826951,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.3,0.5,greedy_valid_gt_first_coco_crowd,8408,5368,2179,0,0.6902269835406148,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.35,0.25,greedy_valid_gt_first_coco_crowd,8282,4151,2305,0,0.7195482189400522,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.35,0.5,greedy_valid_gt_first_coco_crowd,8123,4310,2464,0,0.7057341442224153,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.4,0.25,greedy_valid_gt_first_coco_crowd,7891,3284,2696,0,0.7252090800477897,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.4,0.5,greedy_valid_gt_first_coco_crowd,7781,3394,2806,0,0.7150997150997151,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.5,0.25,greedy_valid_gt_first_coco_crowd,7085,2076,3502,0,0.717541016811829,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_off,0.5,0.5,greedy_valid_gt_first_coco_crowd,7017,2144,3570,0,0.7106542434676929,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.1,0.25,greedy_valid_gt_first_coco_crowd,9710,13515,877,1166,0.5743523009582396,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.1,0.5,greedy_valid_gt_first_coco_crowd,9296,13926,1291,1169,0.5499127451270371,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.15,0.25,greedy_valid_gt_first_coco_crowd,9458,10146,1129,722,0.6265443344042927,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.15,0.5,greedy_valid_gt_first_coco_crowd,9080,10521,1507,725,0.6015635351795415,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.2,0.25,greedy_valid_gt_first_coco_crowd,9178,7870,1409,464,0.6642301429346843,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.2,0.5,greedy_valid_gt_first_coco_crowd,8850,8195,1737,467,0.6405616676317313,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.25,0.25,greedy_valid_gt_first_coco_crowd,8911,6220,1676,301,0.6929776810016332,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.25,0.5,greedy_valid_gt_first_coco_crowd,8640,6491,1947,301,0.6719029473520491,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,8620,4946,1967,210,0.7137829669192233,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,8408,5158,2179,210,0.6962282118163375,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,8282,4011,2305,140,0.723951048951049,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,8123,4170,2464,140,0.7100524475524476,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,7891,3197,2696,87,0.7281199538638985,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,7781,3307,2806,87,0.7179700115340254,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,7085,2037,3502,39,0.718960880815871,548
visdrone,visdrone_control_baseline640,absolute,32.0,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,7017,2105,3570,39,0.7120604799837638,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,14462,9929,2578,0,0.6981245926962902,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,13195,11196,3845,0,0.6369626608095388,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,13832,6494,3208,0,0.7403521918321468,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,12754,7572,4286,0,0.6826526789059573,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,13173,4339,3867,0,0.7625028941884695,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,12292,5220,4748,0,0.7115072933549432,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,12532,2900,4508,0,0.7718649913771864,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,11828,3604,5212,0,0.7285045577728505,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,11845,1931,5195,0,0.7687564901349948,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,11333,2443,5707,0,0.7355269989615784,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,11137,1296,5903,0,0.7557425440233434,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,10776,1657,6264,0,0.7312455467716215,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,10379,796,6661,0,0.7357079567605883,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,10141,1034,6899,0,0.7188374977848662,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,8850,311,8190,0,0.6755467348574482,548
visdrone,visdrone_control_baseline640,absolute,32.0,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,8754,407,8286,0,0.6682187702759437,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,8267,16124,652,0,0.49636745722005404,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,7981,16410,938,0,0.47919543680576404,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.15,0.25,greedy_valid_gt_first_coco_crowd,8094,12232,825,0,0.5535305180372714,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.15,0.5,greedy_valid_gt_first_coco_crowd,7831,12495,1088,0,0.5355445375277825,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.2,0.25,greedy_valid_gt_first_coco_crowd,7888,9624,1031,0,0.5968748817676214,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.2,0.5,greedy_valid_gt_first_coco_crowd,7656,9856,1263,0,0.5793197381862207,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.25,0.25,greedy_valid_gt_first_coco_crowd,7692,7740,1227,0,0.6317605026487618,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.25,0.5,greedy_valid_gt_first_coco_crowd,7495,7937,1424,0,0.6155804689745801,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.3,0.25,greedy_valid_gt_first_coco_crowd,7482,6294,1437,0,0.6593522802379379,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.3,0.5,greedy_valid_gt_first_coco_crowd,7323,6453,1596,0,0.645340383344349,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.35,0.25,greedy_valid_gt_first_coco_crowd,7225,5208,1694,0,0.6767515923566879,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.35,0.5,greedy_valid_gt_first_coco_crowd,7103,5330,1816,0,0.6653240914200075,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.4,0.25,greedy_valid_gt_first_coco_crowd,6941,4234,1978,0,0.6908529909425699,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.4,0.5,greedy_valid_gt_first_coco_crowd,6857,4318,2062,0,0.6824922862546033,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.5,0.25,greedy_valid_gt_first_coco_crowd,6307,2854,2612,0,0.6976769911504425,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_off,0.5,0.5,greedy_valid_gt_first_coco_crowd,6252,2909,2667,0,0.6915929203539823,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.1,0.25,greedy_valid_gt_first_coco_crowd,8267,14952,652,1172,0.5144688530711308,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.1,0.5,greedy_valid_gt_first_coco_crowd,7981,15238,938,1172,0.4966706080029871,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.15,0.25,greedy_valid_gt_first_coco_crowd,8094,11504,825,728,0.5676613949573939,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.15,0.5,greedy_valid_gt_first_coco_crowd,7831,11767,1088,728,0.5492162569695269,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.2,0.25,greedy_valid_gt_first_coco_crowd,7888,9155,1031,469,0.6076573453508974,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.2,0.5,greedy_valid_gt_first_coco_crowd,7656,9387,1263,469,0.5897850704876357,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.25,0.25,greedy_valid_gt_first_coco_crowd,7692,7437,1227,303,0.6397205588822356,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.25,0.5,greedy_valid_gt_first_coco_crowd,7495,7634,1424,303,0.6233366600133067,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,7482,6083,1437,211,0.6655399395125422,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,7323,6242,1596,211,0.6513965486568226,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,7225,5067,1694,141,0.6812502946584319,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,7103,5189,1816,141,0.6697468294752723,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,6941,4147,1978,87,0.6938571499975009,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,6857,4231,2062,87,0.6854600889688609,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,6307,2815,2612,39,0.6991851892910592,548
visdrone,visdrone_control_baseline640,absolute,40.0,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,6252,2870,2667,39,0.6930879662989856,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,14462,9929,2578,0,0.6981245926962902,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,13195,11196,3845,0,0.6369626608095388,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,13832,6494,3208,0,0.7403521918321468,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,12754,7572,4286,0,0.6826526789059573,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,13173,4339,3867,0,0.7625028941884695,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,12292,5220,4748,0,0.7115072933549432,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,12532,2900,4508,0,0.7718649913771864,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,11828,3604,5212,0,0.7285045577728505,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,11845,1931,5195,0,0.7687564901349948,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,11333,2443,5707,0,0.7355269989615784,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,11137,1296,5903,0,0.7557425440233434,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,10776,1657,6264,0,0.7312455467716215,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,10379,796,6661,0,0.7357079567605883,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,10141,1034,6899,0,0.7188374977848662,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,8850,311,8190,0,0.6755467348574482,548
visdrone,visdrone_control_baseline640,absolute,40.0,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,8754,407,8286,0,0.6682187702759437,548
visdrone,visdrone_control_baseline640,absolute,48.0,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,6797,17594,480,0,0.4292661361626879,548
