source,candidate,scale_mode,scale_threshold,small_object_policy,confidence,iou,matching,tp,fp,fn,neutralized_predictions,f1,images
visdrone,visdrone_control_asd1280,normalized,0.005,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,13199,1361,3834,277,0.8355648403127275,548
visdrone,visdrone_control_asd1280,normalized,0.005,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,12798,805,4235,210,0.8354876615746181,548
visdrone,visdrone_control_asd1280,normalized,0.005,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,12672,931,4361,210,0.827262044653349,548
visdrone,visdrone_control_asd1280,normalized,0.005,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,11579,345,5454,126,0.7997375418724315,548
visdrone,visdrone_control_asd1280,normalized,0.005,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,11533,391,5500,126,0.796560417170287,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,15606,9065,1434,0,0.7482918175061735,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,15080,9591,1960,0,0.7230706528253937,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,15140,5912,1900,0,0.7949175679932794,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,14717,6335,2323,0,0.7727081801953166,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,14712,4067,2328,0,0.8214634691085737,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,14339,4440,2701,0,0.8006365336832407,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,14296,2877,2744,0,0.8357057258936661,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,14004,3169,3036,0,0.8186361909215795,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,13850,2069,3190,0,0.840438120088595,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,13617,2302,3423,0,0.8262993416062381,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,13360,1477,3680,0,0.8382219154876557,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,13199,1638,3841,0,0.8281205885120934,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,12798,1015,4242,0,0.8296113830097559,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,12672,1141,4368,0,0.8214436197452436,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,11579,471,5461,0,0.7960811275352355,548
visdrone,visdrone_control_asd1280,normalized,0.005,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,11533,517,5507,0,0.792918528704022,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,15558,9113,1285,0,0.7495302789420436,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,15051,9620,1792,0,0.7251047839283133,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.15,0.25,greedy_valid_gt_first_coco_crowd,15105,5947,1738,0,0.7972027972027972,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.15,0.5,greedy_valid_gt_first_coco_crowd,14693,6359,2150,0,0.7754585037603906,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.2,0.25,greedy_valid_gt_first_coco_crowd,14695,4084,2148,0,0.8250519341979675,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.2,0.5,greedy_valid_gt_first_coco_crowd,14327,4452,2516,0,0.804390545168716,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.25,0.25,greedy_valid_gt_first_coco_crowd,14288,2885,2555,0,0.8400752587017873,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.25,0.5,greedy_valid_gt_first_coco_crowd,13998,3175,2845,0,0.8230244590780809,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.3,0.25,greedy_valid_gt_first_coco_crowd,13844,2075,2999,0,0.8451254502167145,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.3,0.5,greedy_valid_gt_first_coco_crowd,13613,2306,3230,0,0.8310237470239912,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.35,0.25,greedy_valid_gt_first_coco_crowd,13357,1480,3486,0,0.8432449494949495,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.35,0.5,greedy_valid_gt_first_coco_crowd,13196,1641,3647,0,0.8330808080808081,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.4,0.25,greedy_valid_gt_first_coco_crowd,12796,1017,4047,0,0.8348121085594989,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.4,0.5,greedy_valid_gt_first_coco_crowd,12670,1143,4173,0,0.8265918580375783,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.5,0.25,greedy_valid_gt_first_coco_crowd,11578,472,5265,0,0.8014397951060811,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_off,0.5,0.5,greedy_valid_gt_first_coco_crowd,11532,518,5311,0,0.798255632852248,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.1,0.25,greedy_valid_gt_first_coco_crowd,15558,7452,1285,1661,0.7807693272777457,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.1,0.5,greedy_valid_gt_first_coco_crowd,15051,7953,1792,1667,0.7554395563028584,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.15,0.25,greedy_valid_gt_first_coco_crowd,15105,4881,1738,1066,0.8202774987102555,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.15,0.5,greedy_valid_gt_first_coco_crowd,14693,5285,2150,1074,0.7980771842155292,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.2,0.25,greedy_valid_gt_first_coco_crowd,14695,3363,2148,721,0.842096215008166,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.2,0.5,greedy_valid_gt_first_coco_crowd,14327,3726,2516,726,0.8211256304447501,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.25,0.25,greedy_valid_gt_first_coco_crowd,14288,2380,2555,505,0.85273492286115,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.25,0.5,greedy_valid_gt_first_coco_crowd,13998,2668,2845,507,0.8354770360201736,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,13844,1705,2999,370,0.8547789577673499,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,13613,1935,3230,371,0.8405421258991695,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,13357,1203,3486,277,0.8506830557590039,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,13196,1364,3647,277,0.8404292583511129,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,12796,807,4047,210,0.8405701898443145,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,12670,933,4173,210,0.8322932404913618,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,11578,346,5265,126,0.8049501164528801,548
visdrone,visdrone_control_asd1280,normalized,0.0075,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,11532,392,5311,126,0.8017520075086036,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,15606,9065,1434,0,0.7482918175061735,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,15080,9591,1960,0,0.7230706528253937,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,15140,5912,1900,0,0.7949175679932794,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,14717,6335,2323,0,0.7727081801953166,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,14712,4067,2328,0,0.8214634691085737,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,14339,4440,2701,0,0.8006365336832407,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,14296,2877,2744,0,0.8357057258936661,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,14004,3169,3036,0,0.8186361909215795,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,13850,2069,3190,0,0.840438120088595,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,13617,2302,3423,0,0.8262993416062381,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,13360,1477,3680,0,0.8382219154876557,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,13199,1638,3841,0,0.8281205885120934,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,12798,1015,4242,0,0.8296113830097559,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,12672,1141,4368,0,0.8214436197452436,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,11579,471,5461,0,0.7960811275352355,548
visdrone,visdrone_control_asd1280,normalized,0.0075,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,11533,517,5507,0,0.792918528704022,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,15324,9347,1119,0,0.7454395096560782,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,14860,9811,1583,0,0.7228681227805613,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.15,0.25,greedy_valid_gt_first_coco_crowd,14913,6139,1530,0,0.7954660621416189,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.15,0.5,greedy_valid_gt_first_coco_crowd,14532,6520,1911,0,0.775143352446993,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.2,0.25,greedy_valid_gt_first_coco_crowd,14542,4237,1901,0,0.8257339163023111,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.2,0.5,greedy_valid_gt_first_coco_crowd,14193,4586,2250,0,0.8059167565725966,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.25,0.25,greedy_valid_gt_first_coco_crowd,14163,3010,2280,0,0.8426344597810567,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.25,0.5,greedy_valid_gt_first_coco_crowd,13883,3290,2560,0,0.8259757258448358,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.3,0.25,greedy_valid_gt_first_coco_crowd,13749,2170,2694,0,0.8497002657437736,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.3,0.5,greedy_valid_gt_first_coco_crowd,13522,2397,2921,0,0.8356714665348248,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.35,0.25,greedy_valid_gt_first_coco_crowd,13276,1561,3167,0,0.8488491048593351,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.35,0.5,greedy_valid_gt_first_coco_crowd,13117,1720,3326,0,0.8386828644501279,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.4,0.25,greedy_valid_gt_first_coco_crowd,12737,1076,3706,0,0.8419487043892121,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.4,0.5,greedy_valid_gt_first_coco_crowd,12613,1200,3830,0,0.8337519830777367,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.5,0.25,greedy_valid_gt_first_coco_crowd,11553,497,4890,0,0.8109360193731794,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_off,0.5,0.5,greedy_valid_gt_first_coco_crowd,11507,543,4936,0,0.8077071561436142,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.1,0.25,greedy_valid_gt_first_coco_crowd,15324,7676,1119,1671,0.7770200035494258,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.1,0.5,greedy_valid_gt_first_coco_crowd,14860,8136,1583,1675,0.7535688024544233,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.15,0.25,greedy_valid_gt_first_coco_crowd,14913,5066,1530,1073,0.8189006644335841,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.15,0.5,greedy_valid_gt_first_coco_crowd,14532,5442,1911,1078,0.7980888046791333,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.2,0.25,greedy_valid_gt_first_coco_crowd,14542,3511,1901,726,0.8431122448979592,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.2,0.5,greedy_valid_gt_first_coco_crowd,14193,3856,2250,730,0.8229734431172446,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.25,0.25,greedy_valid_gt_first_coco_crowd,14163,2504,2280,506,0.8555119299305346,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.25,0.5,greedy_valid_gt_first_coco_crowd,13883,2782,2560,508,0.8386492690588377,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,13749,1799,2694,371,0.8595542496327092,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,13522,2025,2921,372,0.8453891841200375,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,13276,1284,3167,277,0.8564332483953165,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,13117,1443,3326,277,0.8461761764990485,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,12737,866,3706,210,0.8478333222392331,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,12613,990,3830,210,0.8395793117220263,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,11553,371,4890,126,0.8145380195297353,548
visdrone,visdrone_control_asd1280,normalized,0.01,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,11507,417,4936,126,0.8112948143970106,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,15606,9065,1434,0,0.7482918175061735,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,15080,9591,1960,0,0.7230706528253937,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,15140,5912,1900,0,0.7949175679932794,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,14717,6335,2323,0,0.7727081801953166,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,14712,4067,2328,0,0.8214634691085737,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,14339,4440,2701,0,0.8006365336832407,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,14296,2877,2744,0,0.8357057258936661,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,14004,3169,3036,0,0.8186361909215795,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,13850,2069,3190,0,0.840438120088595,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,13617,2302,3423,0,0.8262993416062381,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,13360,1477,3680,0,0.8382219154876557,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,13199,1638,3841,0,0.8281205885120934,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,12798,1015,4242,0,0.8296113830097559,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,12672,1141,4368,0,0.8214436197452436,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,11579,471,5461,0,0.7960811275352355,548
visdrone,visdrone_control_asd1280,normalized,0.01,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,11533,517,5507,0,0.792918528704022,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,14437,10234,860,0,0.7224279423538831,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,14068,10603,1229,0,0.7039631705364291,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.15,0.25,greedy_valid_gt_first_coco_crowd,14114,6938,1183,0,0.7765825744862307,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.15,0.5,greedy_valid_gt_first_coco_crowd,13807,7245,1490,0,0.7596907755371537,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.2,0.25,greedy_valid_gt_first_coco_crowd,13825,4954,1472,0,0.8114215283483976,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.2,0.5,greedy_valid_gt_first_coco_crowd,13539,5240,1758,0,0.7946355206010095,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.25,0.25,greedy_valid_gt_first_coco_crowd,13527,3646,1770,0,0.8331998768093625,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.25,0.5,greedy_valid_gt_first_coco_crowd,13286,3887,2011,0,0.8183554049892208,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.3,0.25,greedy_valid_gt_first_coco_crowd,13178,2741,2119,0,0.8443106099436186,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.3,0.5,greedy_valid_gt_first_coco_crowd,12984,2935,2313,0,0.831881086622245,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.35,0.25,greedy_valid_gt_first_coco_crowd,12786,2051,2511,0,0.8486095440366364,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.35,0.5,greedy_valid_gt_first_coco_crowd,12646,2191,2651,0,0.8393177142098626,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.4,0.25,greedy_valid_gt_first_coco_crowd,12318,1495,2979,0,0.8463071109584335,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.4,0.5,greedy_valid_gt_first_coco_crowd,12203,1610,3094,0,0.8384060460322913,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.5,0.25,greedy_valid_gt_first_coco_crowd,11262,788,4035,0,0.8236369620068015,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_off,0.5,0.5,greedy_valid_gt_first_coco_crowd,11219,831,4078,0,0.8204921929279263,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.1,0.25,greedy_valid_gt_first_coco_crowd,14437,8553,860,1681,0.7541463159819259,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.1,0.5,greedy_valid_gt_first_coco_crowd,14068,8921,1229,1682,0.7348900381340437,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.15,0.25,greedy_valid_gt_first_coco_crowd,14114,5858,1183,1080,0.8003629249482549,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.15,0.5,greedy_valid_gt_first_coco_crowd,13807,6162,1490,1083,0.7830204729768049,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.2,0.25,greedy_valid_gt_first_coco_crowd,13825,4222,1472,732,0.8292346449136276,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.2,0.5,greedy_valid_gt_first_coco_crowd,13539,4506,1758,734,0.81212884649991,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.25,0.25,greedy_valid_gt_first_coco_crowd,13527,3137,1770,509,0.8464691342573761,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.25,0.5,greedy_valid_gt_first_coco_crowd,13286,3376,2011,511,0.8314402828624174,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.3,0.25,greedy_valid_gt_first_coco_crowd,13178,2367,2119,374,0.8545489916347837,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.3,0.5,greedy_valid_gt_first_coco_crowd,12984,2560,2313,375,0.8419960442268409,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.35,0.25,greedy_valid_gt_first_coco_crowd,12786,1772,2511,279,0.8565399430581142,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.35,0.5,greedy_valid_gt_first_coco_crowd,12646,1912,2651,279,0.8471612795176687,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.4,0.25,greedy_valid_gt_first_coco_crowd,12318,1283,2979,212,0.8525157450342584,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.4,0.5,greedy_valid_gt_first_coco_crowd,12203,1398,3094,212,0.8445567167278012,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.5,0.25,greedy_valid_gt_first_coco_crowd,11262,661,4035,127,0.8274797942689199,548
visdrone,visdrone_control_asd1280,normalized,0.015,exclude_source_ignore_on,0.5,0.5,greedy_valid_gt_first_coco_crowd,11219,704,4078,127,0.8243203526818516,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.1,0.25,greedy_valid_gt_first_coco_crowd,15606,9065,1434,0,0.7482918175061735,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.1,0.5,greedy_valid_gt_first_coco_crowd,15080,9591,1960,0,0.7230706528253937,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.15,0.25,greedy_valid_gt_first_coco_crowd,15140,5912,1900,0,0.7949175679932794,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.15,0.5,greedy_valid_gt_first_coco_crowd,14717,6335,2323,0,0.7727081801953166,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.2,0.25,greedy_valid_gt_first_coco_crowd,14712,4067,2328,0,0.8214634691085737,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.2,0.5,greedy_valid_gt_first_coco_crowd,14339,4440,2701,0,0.8006365336832407,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.25,0.25,greedy_valid_gt_first_coco_crowd,14296,2877,2744,0,0.8357057258936661,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.25,0.5,greedy_valid_gt_first_coco_crowd,14004,3169,3036,0,0.8186361909215795,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.3,0.25,greedy_valid_gt_first_coco_crowd,13850,2069,3190,0,0.840438120088595,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.3,0.5,greedy_valid_gt_first_coco_crowd,13617,2302,3423,0,0.8262993416062381,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.35,0.25,greedy_valid_gt_first_coco_crowd,13360,1477,3680,0,0.8382219154876557,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.35,0.5,greedy_valid_gt_first_coco_crowd,13199,1638,3841,0,0.8281205885120934,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.4,0.25,greedy_valid_gt_first_coco_crowd,12798,1015,4242,0,0.8296113830097559,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.4,0.5,greedy_valid_gt_first_coco_crowd,12672,1141,4368,0,0.8214436197452436,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.5,0.25,greedy_valid_gt_first_coco_crowd,11579,471,5461,0,0.7960811275352355,548
visdrone,visdrone_control_asd1280,normalized,0.015,include_all,0.5,0.5,greedy_valid_gt_first_coco_crowd,11533,517,5507,0,0.792918528704022,548
visdrone,visdrone_control_asd1280,normalized,0.02,exclude_source_ignore_off,0.1,0.25,greedy_valid_gt_first_coco_crowd,13345,11326,695,0,0.6894681098395805,548
visdrone,visdrone_control_asd1280,normalized,0.02,exclude_source_ignore_off,0.1,0.5,greedy_valid_gt_first_coco_crowd,13070,11601,970,0,0.6752602619410504,548
