scale_mode,scale_threshold,small_object_policy,confidence,iou,candidate_a,candidate_b,f1_difference_a_minus_b
absolute,32.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.0945322249222108
absolute,32.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.0166718383513087
absolute,32.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.07786038657090211
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.06784825917055948
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.03317132607874218
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.07430736201064825
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.002287034977567992
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.0346769330918173
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.14215562118120773
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.06556122419299149
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.10747868808939043
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.03088429110117419
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.07659439698821624
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.06018846218713758
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.01567518385273914
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.05993339635958872
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.003598220344800729
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.04451327833439844
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.1201218585467263
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05659024184233685
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.07560858021232786
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.01207696350793841
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.06353161670438945
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.06428927242206506
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.029009632386334694
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.05950418175706207
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.002906505732937603
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.035279640035730364
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.12379345417912713
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.061382766689127455
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.08851381414339676
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.02610312665339709
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.06241068748999967
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.052709757200723795
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.010932381712189243
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.049374587193044106
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.005869888688460612
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.04177737548853455
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.1020843443937679
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.04683986851226318
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.06030696890523335
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.005062493023728631
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.05524447588150472
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.0577250938934194
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.022757549265981947
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.04925834404029983
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.005196827067724952
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.03496754462743745
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.10698343793371923
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05252826682569445
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.07201589330628178
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.017560722198256995
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.05445517110802478
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.04594477391350804
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.007226590323680782
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.04241617651672602
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.004520714786943936
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.03871818358982726
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.08836095043023406
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.041424059126564106
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.049642766840406805
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.002705875536736846
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.04693689130366996
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.05048815941736362
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.017310932402945123
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.04174749068943273
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.004541945145299264
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.0331772270144185
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.09223565010679635
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.045946214272064356
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.059058423092377854
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.012768987257645859
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.046289435834731996
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.03803516992464884
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.008425349341886212
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.03858984939375254
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.006797638102792769
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.029609820582762625
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.07662501931840138
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.031237531821856068
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.04701519873563875
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.0016277112390934434
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.04538748749654531
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.04399536127934289
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.016654150302443105
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.03677337730425778
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.007142125902483976
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.027341210976899788
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.08076873858360067
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.03685323537685892
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.053427527606700886
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.00951202439995913
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.04391550320674176
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.033804200451235
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.014463051099751212
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.03495362354603282
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.013669250183727555
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.01934114935148379
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.06875782399726782
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.020134950267507445
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.04941667464578403
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.000793800916023657
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.048622873729760374
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.03836518416497414
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.019244547195366835
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.034161237663564936
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.013317591554325103
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.019120636969607308
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.07252642182853908
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.02504759261064904
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.05340578485893177
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.005926955641041731
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.04747882921789004
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.032320289659402035
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.02928939357824034
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.03937347522442525
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.024115005690330427
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.0030308960811616936
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.07169376488382728
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.008205283969071608
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.06866286880266559
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.005174387887909915
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.06348848091475567
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.03649030604108228
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.03361398995546383
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.0382683306458238
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.02392643423018259
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.0028763160856184466
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.07475863668690608
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.012563871810899685
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.07188232060128763
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.009687555725281238
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.06219476487600639
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.05427312749381774
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.028782570011424813
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.0922009563289593
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.0024422355839646137
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.025490557482392928
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.14647408382277705
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05183089190985313
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.12098352634038412
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.0263403344274602
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.09464319191292392
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.059356657856246886
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.043328806812887755
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.08919134433247167
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.0027671128078911034
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.01602785104335913
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.14854800218871855
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05658954504835578
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.13252015114535942
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.04056169400499665
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.09195845714036277
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.05179046062806525
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.026348498181411717
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.06917702884616628
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.0015797287620549216
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.025441962446653532
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.12096748947423153
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05021073186601033
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.095525527027578
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.024768769419356795
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.0707567576082212
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.05608363954541884
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.041396517210766315
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.06739721935274523
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.002238841299986416
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.014687122334652525
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.12348085889816407
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.053844798245432424
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.10879373656351154
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.0391576759107799
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.06963606065273165
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.04977611481887345
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.02211904123078856
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.054975972879097834
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.003870894739799624
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.02765707358808489
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.10475208769797129
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.04590522007907383
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.0770950141098864
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.018248146490988937
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.05884686761889746
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.05426423494083421
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.03553896129908629
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.05465997237050624
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.0031577352982687934
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.01872527364174792
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.10892420731134045
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.05110649964256542
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.09019893366959253
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.0323812260008175
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.05781770766877503
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_asd1280,visdrone_control_baseline1280,0.04398246059619837
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_asd1280,visdrone_control_baseline640,0.016226034259573252
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.046228554734170424
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.006403005439433396
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_baseline1280,visdrone_control_baseline640,-0.027756426336625117
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_baseline1280,visdrone_control_yolo11m_hf640,-0.0902110153303688
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_baseline1280,visdrone_control_yolo11n_p2_1280,-0.037579455156764974
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_baseline640,visdrone_control_yolo11m_hf640,-0.062454588993743676
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_baseline640,visdrone_control_yolo11n_p2_1280,-0.009823028820139856
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.05263156017360382
absolute,32.0,exclude_source_ignore_on,0.25,0.5,visdrone_control_asd1280,visdrone_control_baseline1280,0.04925969411053521
absolute,32.0,exclude_source_ignore_on,0.25,0.5,visdrone_control_asd1280,visdrone_control_baseline640,0.028122751095030374
absolute,32.0,exclude_source_ignore_on,0.25,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,-0.046188903749029175
absolute,32.0,exclude_source_ignore_on,0.25,0.5,visdrone_control_asd1280,visdrone_control_yolo11n_p2_1280,0.005711988085224773
absolute,32.0,exclude_source_ignore_on,0.25,0.5,visdrone_control_baseline1280,visdrone_control_baseline640,-0.02113694301550484
