scale_mode,scale_threshold,small_object_policy,confidence,iou,winner,runner_up,winner_margin,winner_f1,rank_order
absolute,28.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.08949360145874052,0.7142143974440044,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.06970259858096262,0.7556766575840145,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.06720869371256677,0.7417810851413199,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.05548826978702093,0.7740255983802155,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.05480950087471137,0.7618152232869282,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.04585129500093754,0.7868998883513212,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.25,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.04539841016777457,0.7763138305791276,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.3,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03912836351411597,0.7951853267099732,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.3,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03834950799752668,0.7860745949250993,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.35,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03676459573486013,0.8018317742377392,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.35,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03458966263453145,0.7933612557247426,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.4,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.034029225976822675,0.806803594351733,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.4,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03261262166809964,0.7998876674957875,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03859184903227475,0.8117384154825652,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.0372762094668313,0.8077750137032509,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.1,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.060841254202709916,0.8091330717088834,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,include_all,0.1,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.054334269385302725,0.7775185927165948,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03146692795243344,0.8263844959457128,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,28.0,include_all,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.02664773446337565,0.7993559146586923,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.2,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.014514423563916967,0.8359778926724907,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.2,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.012758605081839236,0.81339513876508,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.25,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.0032894821153685028,0.8389952080090346,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.25,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.0016183645220612108,0.8202545554436407,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.3,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.0027286927317557996,0.840438120088595,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.3,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.003718696444947711,0.8262993416062381,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.35,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.0048672910625151555,0.8382219154876557,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.35,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.006774139866206785,0.8281205885120934,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.4,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.002909897780443038,0.8296113830097559,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.4,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.0043390008452925954,0.8214436197452436,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.5,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.006562104292545667,0.8026432318277812,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,28.0,include_all,0.5,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.0050241104403339065,0.7979426391443559,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,32.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.10159452065207708,0.6756486360301474,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.09840494058987503,0.6630427532848663,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.07620823473950544,0.7064430714916152,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.07430736201064825,0.6949338040600177,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.05993339635958872,0.7288702621227161,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.05950418175706207,0.7184294695047976,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.049374587193044106,0.7452679589509692,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.04925834404029983,0.7361459521094641,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.04241617651672602,0.7572731900231019,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.04174749068943273,0.7492854066329927,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03858984939375254,0.7665634176756909,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03677337730425778,0.7591616718291162,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03495362354603282,0.7746257546935738,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.4,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.034161237663564936,0.7685054999586469,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.5,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03937347522442525,0.7862038856144946,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_off,0.5,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.0382683306458238,0.7825365640689805,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.1,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.0922009563289593,0.6953358272986238,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.1,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.08919134433247167,0.6824328962723966,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.06917702884616628,0.7220698614318707,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.06739721935274523,0.7103572717430531,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.2,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.054975972879097834,0.7413251570445707,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.2,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.05465997237050624,0.7307606013013238,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.25,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.046228554734170424,0.7554322699953768,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.25,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.046188903749029175,0.7462146021961087,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.3,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.040420806707034296,0.7657586316122902,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.3,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.039799925232255395,0.7577113442882597,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.35,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.037275611700261724,0.7735021919142718,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.35,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03548655592220029,0.7660645423178405,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.4,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.033703101297949845,0.7800124921923798,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.4,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.032948188457834204,0.7738819022237028,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,exclude_source_ignore_on,0.5,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03840592548221666,0.78961676751732,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,exclude_source_ignore_on,0.5,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03729988929545569,0.785933526265018,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.1,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.060841254202709916,0.8091330717088834,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,include_all,0.1,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.054334269385302725,0.7775185927165948,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.03146692795243344,0.8263844959457128,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,32.0,include_all,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.02664773446337565,0.7993559146586923,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.2,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.014514423563916967,0.8359778926724907,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.2,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.012758605081839236,0.81339513876508,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.25,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.0032894821153685028,0.8389952080090346,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.25,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.0016183645220612108,0.8202545554436407,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.3,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.0027286927317557996,0.840438120088595,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.3,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.003718696444947711,0.8262993416062381,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.35,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.0048672910625151555,0.8382219154876557,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.35,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.006774139866206785,0.8281205885120934,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.4,0.25,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.002909897780443038,0.8296113830097559,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.4,0.5,visdrone_control_asd1280,visdrone_control_yolo11m_hf640,0.0043390008452925954,0.8214436197452436,visdrone_control_asd1280 > visdrone_control_yolo11m_hf640 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.5,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.006562104292545667,0.8026432318277812,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,32.0,include_all,0.5,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.0050241104403339065,0.7979426391443559,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_baseline1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640
absolute,40.0,exclude_source_ignore_off,0.1,0.25,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.09686736235794047,0.6073169009110813,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.1,0.5,visdrone_control_yolo11m_hf640,visdrone_control_asd1280,0.09570882774568867,0.5984179673705771,visdrone_control_yolo11m_hf640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.15,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.07309369975885815,0.6393817758937614,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.15,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.07280707142136678,0.6308286753948307,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.2,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.057157766113348885,0.6624368464340266,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.2,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.057420037148043,0.6546821760075197,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.25,0.25,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.047003629698639804,0.6803019235451668,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.25,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.04721994640456806,0.6732408083759435,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.3,0.25,visdrone_control_yolo11m_hf640,visdrone_control_baseline640,0.03596840176114047,0.6953206819990784,visdrone_control_yolo11m_hf640 > visdrone_control_baseline640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.3,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.03935271276237684,0.6889531230363202,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline640 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.35,0.25,visdrone_control_yolo11m_hf640,visdrone_control_baseline640,0.03145417712285159,0.7082057694795395,visdrone_control_yolo11m_hf640 > visdrone_control_baseline640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_asd1280 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.35,0.5,visdrone_control_yolo11m_hf640,visdrone_control_yolo11n_p2_1280,0.03572586413667722,0.7018239834418525,visdrone_control_yolo11m_hf640 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline640 > visdrone_control_asd1280 > visdrone_control_baseline1280
absolute,40.0,exclude_source_ignore_off,0.4,0.25,visdrone_control_yolo11m_hf640,visdrone_control_baseline640,0.02923228932748423,0.7200852802700541,visdrone_control_yolo11m_hf640 > visdrone_control_baseline640 > visdrone_control_asd1280 > visdrone_control_yolo11n_p2_1280 > visdrone_control_baseline1280
